,Has Twitter,Number of tweets in total,Twitter Handle,Twitter followers,Twitter following
1011120,0,,,,
1015118,0,,,,
900565,0,,,,
1002269,1,546,prema_arts,970,307
801617,0,,,,
1084411,0,,,,
703194,0,,,,
1027435,0,,,,
701458,0,,,,
801815,0,,,,
1021949,0,,,,
1021870,0,,,,
513615,1,29105,wildlifetrusts,149156,1101
703015,0,,,,
1015841,1,239,CVS_Newark,124,211
515268,1,4454,VABarnsley,2642,1011
302963,0,,,,
213848,0,,,,
1103076,1,8534,ymtuk,6535,4010
270693,0,,,,
274302,0,,,,
297975,0,,,,
1002873,0,,,,
1081013,1,2928,AgeUKCroydon,803,649
328039,0,,,,
1001900,0,,,,
506601,1,26148,Grand_Theatre,24774,4388
1099332,0,,,,
1075259,0,,,,
701174,0,,,,
1029550,0,,,,
1021653,0,,,,
1054350,0,,,,
1070198,0,,,,
1023816,0,,,,
1034530,0,,,,
1075892,0,,,,
1037276,1,2155,norfolkcalendar,1903,2767
1025755,0,,,,
1061119,0,,,,
1074676,1,13308,crisis_uk,95852,2117
1035939,0,,,,
1051792,1,1408,festivalchurch,353,122
1073597,1,9,ValeofClwydMind,28,38
1079736,0,,,,
228037,0,,,,
1043177,0,,,,
1045134,0,,,,
1042475,1,2738,cvsmedway,1703,873
1067139,1,3463,Earthworks_,1061,708
1044348,0,,,,
1080173,0,,,,
1046559,0,,,,
1063093,0,,,,
1109679,0,,,,
1056073,0,,,,
1042007,0,,,,
1085171,1,1059,BristolMind,1838,222
1056534,0,,,,
1072831,0,,,,
1090669,1,4580,rushmoorcab,1340,570
1075089,0,,,,
233808,0,,,,
1008765,1,3580,MacHouse_AH,2723,2768
1103453,0,,,,
1076051,0,,,,
1071167,1,8139,foundlingmuseum,15845,4226
1064900,1,6491,southeastdance,8987,2170
1065552,1,1761,NationwideFdtn,1449,537
1069301,1,24613,CitizensAdvice,82255,3938
1090354,1,143,@lwludlowchurch,7,2
1088396,0,,,,
1099414,0,,,,
1064511,0,,,,
1111776,0,,,,
1062570,0,,,,
1047101,1,551,21centurychurch,179,60
1099313,0,,,,
1053817,1,4904,thecareforum,1816,573
1098326,0,,,,
1080599,0,,,,
1057377,0,,,,
1069246,0,,,,
1075138,0,,,,
1118300,1,3141,haltoncab,2504,768
1080103,1,2798,freshexpression,9290,197
1067000,0,,,,
1071069,0,,,,
1084199,0,,,,
500764,0,,,,
1092026,0,,,,
513079,1,1907,Paulsartoriorg,561,366
702443,1,11,CoedCymru,229,61
1113451,0,,,,
1121615,0,,,,
1124611,0,,,,
1125008,0,,,,
1014363,1,1171,PortTalbotAWA,786,549
1101496,0,,,,
1049574,1,10105,ForcedEnts,17700,1085
1123017,0,,,,
1120377,0,,,,
1070430,0,,,,
1041476,0,,,,
1123337,0,,,,
1080608,1,4712,bct_us,2131,1980
1102285,1,2991,aldridgeonline,1991,417
292223,1,1465,davenantfs,1293,61
1124699,0,,,,
286238,1,2277,WLCentre,1166,2057
1014399,0,,,,
1121096,0,,,,
291978,0,,,,
1071703,1,71768,manairport,262764,118570
268762,1,24181,GeriSoc,16547,4947
1120322,1,1580,OmegaCare,1272,1838
327921,0,,,,
1115287,0,,,,
262933,0,,,,
1062163,0,,,,
503029,0,,,,
1083203,0,,,,
1121296,1,1331,ar_rahmahtrust,449,790
294841,1,12146,cpaguk,22760,2650
1065969,0,,,,
1067651,1,1374,SwanseaOpera,927,752
514397,1,4470,PettyPoolColl,1039,1379
1062150,1,,safermerthyr,,
1075610,1,449,seahousesorg,1169,1125
1003132,0,,,,
210558,1,2827,BlackfriarsSett,1047,372
214779,1,26583,salvationarmyuk,25975,1620
215174,1,26583,salvationarmyuk,25975,1620
1140372,1,1113,DunhillMedical,662,243
251983,0,,,,
1041391,1,31,CrownandManor,54,29
1139533,0,,,,
1112842,1,4933,transparencyuk,13113,1020
1040942,1,5893,dulwichgallery,36508,3897
1134979,0,,,,
246329,1,15875,CarersUK,56704,2956
228248,0,,,,
1053992,1,1475,SVPEnglandWales,1293,994
1042046,0,,,,
508777,0,,,,
1092019,0,,,,
1099739,0,,,,
251534,0,,,,
1075336,0,,,,
1083654,0,,,,
1081829,1,1344,SharrowCF,1091,1122
1085676,0,,,,
507354,0,,,,
1086489,1,3754,NorthHertsCAB,1189,1049
1074633,0,,,,
1089250,0,,,,
1099336,1,41,thesaffronsuite,105,136
1089963,1,119,LinksCVS,322,211
1087834,1,637,SightlinesUK,964,986
1101571,0,,,,
267426,1,13337,WatermansArts,3830,1409
1092646,1,43,CentreN1c,74,80
1087471,1,6432,engagevisualart,10909,3679
1127056,1,8862,PSHEassociation,13170,2626
273724,1,9159,RCSLT,15332,141
1061344,0,,,,
273562,1,988,precoruk,1033,1662
278979,1,2536,salmonyouth,1757,1036
280229,0,,,,
284880,1,5313,PhoenixFutures1,4196,2523
296219,1,4054,CoinStreet,4857,2168
1077005,0,,,,
1100051,0,,,,
1092198,1,3181,ageuklondon,8530,865
1101538,1,3500,RoyalDrawing,12465,1871
1126275,0,,,,
1105974,0,,,,
1107859,1,523,welcareuk,199,181
1115322,0,,,,
1115789,1,17681,london_cycling,34470,1489
1116823,0,,,,
1099256,0,,,,
1117763,0,,,,
801967,1,792,pramacare,219,211
529583,0,,,,
1105305,0,,,,
276997,0,,,,
1033189,0,,,,
244519,0,,,,
1107861,0,,,,
288564,0,,,,
1107625,0,,,,
241963,0,,,,
275014,1,205,NewLifeEmsworth,168,106
1111431,0,,,,
275183,0,,,,
1059950,0,,,,
268468,1,2665,islingtonlawcen,2286,1658
1112814,0,,,,
250079,1,2919,FleetAirArmMus,15354,276
250187,0,,,,
225674,1,67654,wix,411910,8216
514311,1,891,@HULLCVS,2311,382
1096483,0,,,,
1068427,0,,,,
220716,0,,,,
1113641,1,3179,VAAC_Community,920,431
1040868,0,,,,
278823,0,,,,
1000195,0,,,,
277128,0,,,,
1110484,0,,,,
1037570,1,1891,ogdentrust,2422,331
1107257,1,0,tracksautism,2,3
230435,0,,,,
1112016,0,,,,
517090,0,,,,
1051786,0,,,,
1051184,0,,,,
1102592,0,,,,
702916,1,3411,mbsocent,862,1731
1105790,1,4932,collenc,2998,2932
229396,1,12702,YorkTheatre,32748,5010
1054449,0,,,,
518081,0,,,,
232988,0,,,,
1107226,1,2300,THECC_NW,134,1
232990,0,,,,
1104947,1,338,KernowPositive,112,217
512710,1,1869,tlc_charity,800,248
528785,0,,,,
1104678,0,,,,
1056669,1,14448,justgiving,122068,2607
280698,0,,,,
1109892,0,,,,
288023,0,,,,
1107027,0,,,,
1100019,1,3897,london_tigers,1419,275
261359,1,777,SMITF_Christmas,604,153
1113071,0,,,,
299679,1,8649,SandsUK,14595,904
519521,0,,,,
292697,1,1308,bahutrustuk,1145,424
1079943,1,7831,thisisliveart,9713,1169
1097243,0,,,,
220151,0,,,,
1130494,0,,,,
1131764,0,,,,
242977,1,12083,TheatreRoyalBSE,7986,3626
1001027,1,2395,Finchale_Org,874,956
1093982,0,,,,
1129931,0,,,,
515526,0,,,,
1001041,1,9870,p1stgroup,3692,600
207428,0,,,,
1108769,0,,,,
900448,0,,,,
802882,0,,,,
266870,0,,,,
900328,1,2879,WHCHospice,1775,758
265656,0,,,,
802456,1,1737,fircrofttrust,475,80
518632,0,,,,
288340,0,,,,
1064338,0,,,,
802186,1,5368,onecamden,1400,874
520719,1,1335,durhamscouts,1556,45
1070942,1,1290,MarchesEnergy,377,303
208673,1,950,BSAthens,1979,419
290988,0,,,,
803525,1,2225,ShuttlewoodC,374,545
1001264,0,,,,
234168,0,,,,
1055215,0,,,,
255030,0,,,,
1046563,1,703,lwcommunityfarm,931,466
297631,0,,,,
1060080,1,6559,CarersCentre1,3238,2222
1080514,1,448,SuttonMencap,875,224
292708,1,647,BWWMind,1317,770
306034,1,8678,HistParl,8676,983
1116006,1,116,communityfood_,88,67
232387,1,13356,MercuryTheatre,10992,2884
292517,0,,,,
1118326,1,3353,Get_AHead_Trust,1533,1032
274737,1,814,HillierGardens,3069,684
1126270,1,6568,regenerus,1238,1643
1126898,0,,,,
283329,0,,,,
264140,0,,,,
206948,0,,,,
208178,1,2558,ContempArtSoc,26551,676
275048,0,,,,
209208,0,,,,
298740,0,,,,
233801,1,18168,stratfordeast,36004,1474
301731,0,,,,
239863,1,29105,wildlifetrusts,149156,1101
241743,0,,,,
271370,1,557,HenryMooreFDN,1693,1830
1082671,0,,,,
227720,0,,,,
1039563,0,,,,
1070802,0,,,,
251021,0,,,,
266130,0,,,,
513771,1,12441,LiveTheatre,16475,2180
702801,1,9478,dancecity,7057,1190
284262,1,8270,DonmarWarehouse,102734,2588
700929,0,,,,
803031,1,9560,EngMediaCentre,9339,2715
293358,1,27131,hearingdogs,64676,2498
700426,1,1234,DioceseWrexham,1003,547
262548,1,11462,TPGallery,69440,2543
298603,0,,,,
515095,0,,,,
221594,1,28593,ColumbansUK,1860,2273
288007,1,929,u3a_uk,4685,185
505002,1,10490,SheffChildrens,11965,1894
266128,0,,,,
508840,0,,,,
286173,1,6584,YourGuinness,4291,1083
1061697,0,,,,
313035,1,17961,@mao_gallery,36746,3147
700738,0,,,,
285300,1,1994,BambosMP,5560,1629
326712,0,,,,
219946,1,2963,ufmworldwide,597,159
237902,1,5507,NAM_London,16036,2348
312592,0,,,,
265239,1,6302,centre_alt_tech,17603,2831
700731,0,,,,
326654,0,,,,
1103419,0,,,,
287815,1,4511,archaeologyuk,88895,1927
298166,1,386,hffautism,692,462
248680,0,,,,
1092465,0,,,,
265647,0,,,,
504094,1,1298,CaerLas,2799,1861
1125253,0,,,,
287894,1,2022,ACAVAarts,1867,1605
253242,1,12842,NewVicTheatre,7097,1242
274769,0,,,,
275454,0,,,,
1067428,0,,,,
292082,0,,,,
288931,1,12970,Ovalhouse,24356,11588
900215,1,4463,OakhavenHospice,2236,1941
278861,1,232,CantArchTrust,2011,1227
504427,0,,,,
1000182,0,,,,
1082265,0,,,,
801013,1,16927,LDNairamb,58818,1734
701798,1,4101,springhillhosp,3073,1710
519931,1,5317,StKentigern,2129,2424
514719,0,,,,
284907,0,,,,
519540,0,,,,
261383,1,,hashtag,,
508943,1,681,stpaulstrust,478,239
1064523,0,,,,
1111641,1,8957,PDSW_org,4117,2385
510824,1,3259,alicehousehosp,2978,749
268354,1,6937,leedscastleuk,14190,1101
1043588,1,1352,coreartshackney,1162,927
509759,1,15349,nottshospice,4006,1863
287282,0,,,,
280093,1,2883,prospecthospice,2621,169
327357,0,,,,
1072105,0,,,,
312800,0,,,,
297099,0,,,,
1095392,1,1253,YMCASefton,767,918
293446,1,5380,AgeUKCamden,2929,1437
281325,0,,,,
229325,1,29105,wildlifetrusts,149156,1101
1076090,0,,,,
511592,1,5832,stroccos,3244,963
309659,0,,,,
517766,0,,,,
306987,0,,,,
270080,0,,,,
219278,0,,,,
307023,0,,,,
327489,0,,,,
313008,0,,,,
242380,0,,,,
517325,1,10287,ncmme,4115,1036
210794,0,,,,
294998,1,6812,PACUKadoption,3872,2893
207237,1,5566,SocAntiquaries,6578,1767
207314,1,288,gsCounselling,123,104
1063071,0,,,,
243968,0,,,,
1118229,0,,,,
280276,1,5585,hospiceweald,5401,3306
1104861,0,,,,
801271,0,,,,
208078,1,4107,CruseCare,7937,1095
212325,1,13699,EAUKnews,23523,604
264713,1,7688,family_action,9896,1451
210163,1,29,parkhaventrust,165,29
272099,1,10676,designcouncil,148168,3252
517077,1,5913,autismwestmids,5739,957
208734,1,11691,SupportNWT,15242,2810
1052366,1,7193,SunderlandRoyal,3278,181
326021,1,6582,caritascareuk,1795,1363
271731,0,,,,
518412,0,,,,
1044906,1,336,orthoinstitute,376,725
1094748,0,,,,
283311,0,,,,
1078837,1,1850,STARTinspminds,2290,1293
244533,1,10361,rpoonline,44767,6311
207007,0,,,,
900311,1,5086,talkingmoneyuk,1000,1389
1071890,0,,,,
258224,0,,,,
276484,0,,,,
1007685,1,3637,Positively_UK,4936,1393
1092606,1,1602,cheshirecarers1,1270,916
275689,0,,,,
1058377,0,,,,
286650,1,4891,doodleally,192,63
298154,0,,,,
1003087,0,,,,
294518,0,,,,
279473,0,,,,
288462,1,2010,STMHospice,2398,871
214927,0,,,,
307889,1,369,caldecott,492,263
290535,1,13131,HealthPoverty,7481,1928
1053467,1,5194,CDDFTNHS,5793,4554
702290,1,1565,CartrefiCymru,1315,955
214648,0,,,,
283660,0,,,,
802145,0,,,,
700586,1,6970,BarnsleyHospice,4273,1383
525775,1,8980,llgcymru,5644,1389
513055,1,1870,nect1965,1026,659
312879,0,,,,
510643,1,5586,wirralhospice,4778,5187
516898,1,10567,yorkshirecancer,6963,2007
511142,0,,,,
306371,0,,,,
326839,0,,,,
506276,1,13643,TheCBSO,20395,821
1084684,1,657,AgeUKTorbay,858,437
262067,0,,,,
503386,1,11457,stoswaldsuk,8788,6361
1080505,0,,,,
244708,1,46890,RAFMUSEUM,43655,415
1112854,0,,,,
1042506,0,,,,
1092914,0,,,,
208223,1,10551,ChathamHouse,180671,817
292592,1,1347,amostrust,1728,291
503434,0,,,,
210063,1,4703,rbli,8562,1745
298074,1,487,jubileehouse77,240,225
1107682,0,,,,
309698,0,,,,
214005,0,,,,
203367,0,,,,
290173,1,5919,BrainAppeal,2232,1631
204859,0,,,,
803428,1,22173,kewgardens,113879,3531
263810,0,,,,
261096,0,,,,
1000328,1,30063,SemtaSkills,6939,1800
1102964,0,,,,
701623,0,,,,
295981,1,16372,paceychildcare,9646,1720
1048827,0,,,,
288285,0,,,,
282336,0,,,,
252201,0,,,,
200222,1,50560,dorsetwildlife,29079,2777
291611,0,,,,
206807,0,,,,
206186,1,17694,epilepsysociety,22752,2245
514769,0,,,,
1087513,1,3844,VoluntaryImpact,2742,906
1108718,1,12462,african_revival,2682,2508
211091,1,3989,TogetherMW,60907,2126
279184,0,,,,
216227,1,32619,BlindVeterans,23606,4981
297540,1,31008,virginunite,42554,799
261009,0,,,,
525774,1,5947,AmgueddfaCymru,14554,4172
234252,1,4550,BOCS_England,932,620
235686,0,,,,
1058808,0,,,,
1100812,1,5867,bathcricket,3331,1710
1093556,1,8245,z_arts_mcr,13883,2953
702584,0,,,,
1000392,0,,,,
258958,1,1766,ColyerFergusson,623,784
1079730,1,1264,Smile_Int,217,116
1113597,1,17245,WDPcomms,3369,2704
291130,0,,,,
289145,1,16858,bpas1968,9801,1290
273022,0,,,,
1008752,1,1080,ymcasutcol,919,1347
307992,1,8127,norwooduk,3942,1624
1105044,1,1604,deafdirect,2053,568
505728,0,,,,
288527,0,,,,
1015488,0,,,,
282264,0,,,,
1107592,0,,,,
298368,0,,,,
306101,1,9181,UKScouting,64590,2295
1119560,0,,,,
232402,0,,,,
1071886,0,,,,
1092053,0,,,,
233480,0,,,,
1011012,1,125,KeyEnts1983,95,185
233176,1,13531,britishacademy_,31674,1839
312162,1,7513,_TheWhitechapel,270033,14566
285575,1,9764,ARCEngland,4498,3525
1049687,0,,,,
1054129,1,1430,wearebeams,491,443
250840,1,4637,meetmacintyre,2245,1682
1023606,1,5243,nmcentre,2359,1866
223852,1,8982,JohnInnesCentre,14942,1731
223669,0,,,,
1001785,1,360,Iran_Heritage,919,0
311504,1,19910,ArnolfiniArts,58881,5442
228906,0,,,,
517656,1,5373,MSHospice,2115,1523
218093,1,21132,WalesCVA,13289,3722
1001834,0,,,,
525759,0,,,,
212481,1,23288,thersc,439243,1104
504542,1,6430,gmcvo,5643,1710
1040615,0,,,,
529001,0,,,,
209782,1,12598,TogetherTrust,4572,1699
701896,0,,,,
701194,1,7747,themaltings,3945,1350
504899,1,6599,@ageukleeds,3373,964
257551,0,,,,
1077265,1,12723,stjohnambulance,47715,4756
232014,0,,,,
242075,0,,,,
518905,1,3049,mysaintmichaels,3220,1279
207043,1,32897,royalsociety,206522,832
326840,0,,,,
1102003,1,14718,TraffordCAB,3383,2104
265394,0,,,,
802188,0,,,,
226171,0,,,,
515516,1,3452,GS_Hospice,2407,1528
298909,1,50205,southbankcentre,826808,2129
228824,1,1523,pirbright_inst,1657,176
700808,1,4510,StBedesCollege,2682,808
1051087,1,7960,bcaheritage,15594,2505
1089278,1,8452,gmcuk,70516,1113
802385,1,17728,ParalympicsGB,230365,1134
271976,1,10958,newtheatreroyal,8575,1731
207076,1,65958,Natures_Voice,303848,2805
258825,1,9078,sex_ed_forum,15785,1645
289154,1,6999,StElizabethHosp,5378,1236
306948,1,4226,discoverhannahs,1989,693
1048355,1,3915,osjct,1918,2033
254807,0,,,,
211136,1,336,thelondonclinic,1867,425
247331,0,,,,
266780,1,1335,ArchHFund,4411,846
207994,1,29735,mariecurieuk,121125,10775
215551,0,,,,
222041,0,,,,
203521,0,,,,
273136,1,7117,theESU,3420,2012
265543,1,4527,MarieStopes,17038,654
700636,1,7226,ashgate_hospice,5131,1105
1115297,0,,,,
226227,0,,,,
209603,1,57400,RNLI,134229,12042
298809,0,,,,
312278,1,15351,Coram,10325,2259
218186,1,18301,LeonardCheshire,17699,1902
287780,1,59287,bfi,818727,2600
251988,0,,,,
518015,0,,,,
229685,0,,,,
202918,0,,,,
268369,1,13541,cafonline,26182,3486
205846,1,230341,nationaltrust,828842,1610
270901,0,,,,
216250,1,19722,barnardos,184778,5420
225971,0,,,,
234091,0,,,,
501556,0,,,,
1129167,0,,,,
211015,1,27635,thestrokeassoc,100556,2231
512387,1,8527,Compton_Care,4159,1430
1001105,0,,,,
1130880,0,,,,
1048822,1,7558,Futureversity,3181,919
1130700,0,,,,
1002398,0,,,,
1129019,1,235,BelperLC,211,206
1003426,0,,,,
1129712,1,11841,Woodhorn,7334,1769
1005302,1,4319,ceorugby,1844,2202
1006826,1,4180,WAMITAB,3047,2296
1128527,1,28840,CHCymru,8047,1284
1041712,0,,,,
1007270,0,,,,
1088588,1,14099,LawCentres,13577,1448
1002856,1,5957,smhbasingstoke,2384,455
1010448,0,,,,
1007781,0,,,,
1001916,0,,,,
1035401,0,,,,
1012507,1,3789,Complicite,18230,648
1003462,1,8606,renniegrove,2646,1124
1015665,1,3399,FamilyRightsGp,4653,144
1122243,0,,,,
1006015,1,10285,beechwoodccc,2639,2344
1004058,1,10608,clairehouse,18315,1443
1057917,0,,,,
1020633,0,,,,
1128497,0,,,,
1007625,1,3690,LeedsMind,5481,1079
1024034,1,8487,TheatrMwldan,5256,5629
1063661,0,,,,
1019005,0,,,,
1125312,0,,,,
1027832,1,3900,TurningTidesOrg,1803,1100
1001051,1,274,annaroseprice,181,361
1036354,0,,,,
1027599,0,,,,
1035804,0,,,,
1062085,1,11606,HackneyEmpire,17197,2602
1035805,0,,,,
1031800,1,9317,firstsite,11929,4414
1034245,1,6084,Arts_Wales_,23566,1051
1008587,0,,,,
1027026,0,,,,
1074539,0,,,,
1098164,0,,,,
1007918,0,,,,
1123455,1,291,carerstrustsew,230,140
1036450,1,1326,AgeUKSurrey,1742,805
1080567,1,10695,cornexchange,7160,1758
1035252,1,1872,HarpendenMencap,835,908
1080137,1,795,EP_Plus,658,606
1012361,1,35311,_BCT_,41751,7554
1032490,0,,,,
1037084,1,1558,jerichoorg,1329,2197
1108989,0,,,,
1040496,0,,,,
1078584,0,,,,
1061313,1,2455,@sheffbeerfest,1664,1390
1060403,0,,,,
1040583,0,,,,
1040654,1,67654,wix,411910,8216
1083202,0,,,,
1040962,1,2423,towerhamletsebp,1366,1315
1022689,0,,,,
1075947,1,4611,recoverypathway,1751,1407
1044645,1,9647,artsadm,29017,1980
1032846,0,,,,
1046958,1,11938,BowArts,89200,1741
1088651,0,,,,
1093260,1,2552,clybiauplant,764,1175
1023311,0,,,,
1047988,0,,,,
1089918,0,,,,
1043261,0,,,,
1083549,0,,,,
1046953,0,,,,
1095294,1,3298,UKCISA,3073,694
1048705,0,,,,
1093710,0,,,,
1010541,0,,,,
1048916,0,,,,
1118727,1,5676,wip_live,13783,1772
1049728,0,,,,
1051757,1,175,thezoneplymouth,499,196
1066948,1,3629,StayTelford,2541,2453
1050864,0,,,,
1035628,0,,,,
1049278,1,3620,carersresource,2434,917
1059115,1,20991,greatersport,10175,2893
1055710,0,,,,
1054029,1,1964,threshold76,1236,447
1080321,0,,,,
1018832,1,806,saferplacesuk,803,322
1048996,0,,,,
1099889,1,7652,TheResAlliance,4455,1743
1049224,0,,,,
1085407,1,5797,SafeChildTH,2004,1888
1054097,0,,,,
1069937,1,14834,suffolkcarers,1950,1352
1067723,1,1667,walsallcab,354,294
1085965,0,,,,
1095446,0,,,,
1114745,0,,,,
1057366,1,1154,RBCHcharity,826,464
1096796,1,1845,wspld,1225,1035
1056812,1,14709,7stories,19981,2614
1114873,1,1454,LondonHigher,905,437
1058065,1,15298,ULHT_news,6285,2443
1061687,1,3607,ydmt,2458,1531
1079638,1,4807,MSobellHospice,1730,1753
1116670,1,14364,nottm_contemp,76622,4046
1071058,1,2149,childrenslinks,1130,2109
1060308,0,,,,
1070668,1,745,MYL_info,949,508
1067197,1,6124,suttontrust,35286,707
1105585,0,,,,
1060157,1,4641,CroydonVA,2963,741
1102536,1,2918,BoltonCAB,1631,730
1114417,0,,,,
1109642,1,2322,childdynamix,1681,2106
1115546,1,28591,derbyquad,31746,4472
1063083,0,,,,
1068550,1,3634,AgeUK_DD,2190,872
1111037,1,4399,InspireEBP,1264,1364
1064309,1,3549,mnessexmind,2633,1656
1113067,0,,,,
1087312,1,409,BenefitsAware,519,678
1068964,1,4065,CFNF2,615,834
1074874,0,,,,
1067884,1,5325,thenmmc,8522,1602
1102058,1,22855,ManchesterMind,7950,1300
1069182,0,,,,
1104408,0,,,,
1071187,0,,,,
1079229,0,,,,
1089388,1,1050,barnetmencap,1223,231
1091518,1,,download,,
1072903,0,,,,
1095666,0,,,,
1075371,0,,,,
1125686,1,32,ebmencap,495,349
1118621,1,6,SofronieF,5,15
1099386,1,2992,PrathamUK,2474,1471
1108713,1,154,bhccbristol,100,164
1025967,0,,,,
1100450,1,187,@cabsefton,550,135
1102449,0,,,,
1076317,1,208,TalbotHouseTrus,349,560
1118403,1,643,VAMTvolunteer,639,174
1123304,1,1242,cmhcharity,885,867
1078326,0,,,,
1078496,0,,,,
1102850,0,,,,
1110529,1,6337,CarersGlosShire,2965,913
1092798,1,4592,Birtenshaw,1598,1698
1102759,0,,,,
1080545,1,2536,AgeUKHW,1555,1275
1085491,0,,,,
1052501,0,,,,
1097596,0,,,,
1087596,0,,,,
1109711,0,,,,
1112716,1,5334,artichoketrust,11477,442
1113605,0,,,,
1090123,0,,,,
1106316,0,,,,
1109156,1,4584,@wirralcan,1449,869
1026822,0,,,,
1090161,1,5953,easyspace,3345,3545
1108388,1,5140,imago_community,1927,1728
1049275,0,,,,
1091956,0,,,,
1110130,1,4916,mindinbexley,935,798
1113542,1,12801,streetgames,18662,4458
1096112,1,2591,ageuk_coventry,4981,2079
1109743,1,14059,OvarianCancerUK,10623,2324
1101527,1,2131,princesschool,3107,659
1107561,1,1155,BradfordTrident,889,274
1107141,0,,,,
1101050,0,,,,
1114561,0,,,,
1082972,0,,,,
1102766,0,,,,
1105757,0,,,,
1107589,0,,,,
1074401,0,,,,
1074655,1,2970,cfinwales,7956,5161
1108413,0,,,,
1119791,0,,,,
1113226,1,3302,sussexgiving,3840,4365
1109126,0,,,,
1074713,0,,,,
1128565,0,,,,
1105610,0,,,,
1128881,1,2091,SBucksHospice,2831,2521
1080784,1,3911,NewHopeHQ,1890,845
1115960,0,,,,
1123402,0,,,,
1123173,1,1472,valleycids,661,1627
1012053,0,,,,
1107790,0,,,,
1012369,0,,,,
1080883,0,,,,
1094397,0,,,,
1016676,1,3868,intrac_uk,2114,1626
1109789,0,,,,
1017482,0,,,,
1096662,1,1311,GroundworkWales,922,761
1018643,1,9712,UKsustain,13716,1627
1079727,0,,,,
1078207,1,392,dudleylodge,210,246
1040832,0,,,,
1032476,1,287,exceedworldwide,824,70
1090055,1,4827,waynemcgregor,17642,1351
1039404,1,15702,dementiauk,95105,1889
1043143,0,,,,
1019915,1,1949,Open_Road,1659,1342
1039386,1,1010,CAISLtd,916,351
1059451,0,,,,
1123126,1,1935,WiltsCF,1291,676
1060105,0,,,,
1044296,0,,,,
1095050,1,15741,ciwf,34145,2148
1087210,0,,,,
1053448,0,,,,
1122613,1,1007,elondonmosque,9228,305
1084854,1,6731,bawso,4616,2355
1049904,1,2168,YMCADerbyshire,1459,928
1118616,1,3453,LCRNnews,2010,1042
1078956,1,1204,ChaiCancerCare,1475,987
1057145,0,,,,
1105649,1,3281,hastingsbc,4763,87
1056672,0,,,,
1102134,1,320,LloydParkCC,261,257
1056950,1,10649,watfordpalace,6396,2425
1074840,1,282,ValleysKids,1135,221
1074583,0,,,,
1093653,1,,hertsmerelt,,
1077039,0,,,,
1065745,1,1978,focusbirmingham,1927,1107
1083593,1,238,inde_trust,287,264
1042733,1,24060,Media_Trust,31463,5289
1110756,0,,,,
1115439,1,6521,wsbhospices,2422,899
1124936,1,10475,CharityTBF,8461,6877
1075749,1,4885,CANhq,1674,637
1012485,1,4934,nyasservices,2320,2560
1101626,0,,,,
1117577,0,,,,
1077339,1,1239,ageukdon,768,392
1041257,1,1180,LJWBLeeds,819,1001
1060369,1,2786,cedrsays,3662,2927
1090499,1,7608,NAWT_updates,2340,385
1045517,1,,dementiacarene,,
1080418,1,995,quartetcf,1549,1443
1048934,1,8045,WeAreWoodlands,2267,1964
1045364,1,5122,dancexchange,10077,1238
1107823,1,595,ParkClubMilton,669,666
1084466,1,12717,chwaraeteg,7262,2630
1105843,0,,,,
1069912,1,5604,camartstheatre,6513,909
1056114,1,5056,StPeterStJames,2354,1521
1095809,0,,,,
1111920,1,4,WeareBradnet,0,3
1107820,0,,,,
1053028,1,5694,HallforCornwall,16133,2946
1095388,0,,,,
1113729,0,,,,
1089932,1,6268,princesfound,9678,829
1107839,0,,,,
1073926,1,8603,@bswaid,3818,1549
1106732,0,,,,
1079773,1,947,ageukmkchatter,1522,83
1003061,1,2173,SuffolkMind,2434,614
1045150,1,5,Lifeoppstrust,16,11
1042218,0,,,,
1045373,1,655,BradfordYMCA,1706,1327
1079639,1,22487,TheBowesMuseum,15154,11364
1091543,1,4432,haloleisure,4249,519
1053584,0,,,,
1044940,0,,,,
1100259,0,,,,
1054234,1,1250,keyringliving,525,743
1059049,0,,,,
1075317,0,,,,
1048868,1,7045,ACTcharity,4129,2953
1008141,0,,,,
1075308,0,,,,
1121216,1,7355,ActiveCN,2997,1807
1082257,0,,,,
510845,0,,,,
1082858,1,1300,WSVineyard,638,188
282096,0,,,,
1105259,0,,,,
327414,0,,,,
273489,0,,,,
1002706,0,,,,
515303,1,2708,JunctionArtsUK,1360,1265
1081134,0,,,,
262119,0,,,,
212796,1,775,RuralKent,1174,515
1097580,0,,,,
1003293,0,,,,
263608,0,,,,
1102542,0,,,,
518346,0,,,,
1085026,1,2377,valewisham,1504,941
1094672,0,,,,
1049977,0,,,,
1133714,0,,,,
1111579,1,0,rainbow_kenya,0,0
295093,1,7389,easternangles,5830,2825
1112336,0,,,,
1124527,0,,,,
1059886,0,,,,
1085596,1,555,filmworkshop,446,418
1067856,0,,,,
1001370,0,,,,
1008190,1,5474,CommunityCVS,1964,1196
1088916,0,,,,
242796,0,,,,
286390,0,,,,
802621,0,,,,
1085352,1,1376,sasautism,1396,896
271259,0,,,,
803749,0,,,,
1123243,1,4494,instituteGC,194449,521
254906,0,,,,
1047398,0,,,,
1082193,1,1739,eastend_cab,791,683
